Timestamp,Temperature (C),Humidity (%),Sound,Light
4002,21.64,44.75,0.00,155.00
7002,21.89,43.89,17717.92,150.00
10002,21.93,44.00,20211.18,247.00
13002,21.95,44.04,9213.18,253.00
16002,21.96,43.25,13895.56,260.00
19002,21.97,42.13,19897.11,259.00
22002,21.98,41.43,11148.88,259.00
25002,21.99,40.87,10428.56,263.00
28002,21.99,40.42,10659.78,267.00
31002,22.00,40.13,14451.11,261.00
34002,22.00,39.84,12515.92,262.00
37002,22.01,39.64,13904.42,264.00
40002,22.02,39.50,11293.46,261.00
43002,22.03,39.38,26201.53,263.00
46002,22.03,39.27,13735.90,265.00
49002,22.04,39.17,11118.01,264.00
52002,22.04,39.00,10946.50,263.00
55002,22.05,38.81,9690.90,263.00
58002,22.06,38.63,9262.28,263.00
61002,22.06,38.52,10344.61,266.00
64002,22.07,38.44,11358.36,262.00
67002,22.08,38.40,10800.74,268.00
70002,22.08,38.35,9546.54,267.00
73002,22.09,38.31,9806.88,265.00
76002,22.10,38.28,9896.82,265.00
79002,22.10,38.23,12071.80,278.00
82002,22.11,38.17,9672.97,267.00
85002,22.10,38.12,9276.52,271.00
88002,22.11,38.08,11699.60,271.00
91002,22.12,38.03,13552.19,270.00
94002,22.12,37.94,13082.70,273.00
97002,22.13,37.84,11507.61,271.00
100002,22.14,37.74,26946.15,272.00
103002,22.14,37.63,19608.90,273.00
106002,22.15,37.55,23117.79,273.00
109002,22.15,37.51,38404.50,272.00
112002,22.17,37.50,11132.91,264.00
115002,22.17,37.49,10328.06,270.00
118002,22.17,37.45,38987.09,271.00
121002,22.18,37.42,35243.28,271.00
124002,22.18,37.41,12034.74,273.00
127002,22.19,37.39,15326.48,272.00
130002,22.19,37.38,19836.19,272.00
133002,22.20,37.35,18478.22,273.00
136002,22.20,37.33,19450.40,273.00
139002,22.21,37.30,19131.12,273.00
142002,22.21,37.29,15318.82,274.00
145002,22.22,37.29,12645.23,273.00
148002,22.22,37.27,15731.67,270.00
151002,22.23,37.26,17949.90,274.00
154002,22.23,37.23,17789.17,276.00
157002,22.23,37.19,9989.18,273.00
160002,22.24,37.14,13877.93,273.00
163002,22.25,37.11,12335.10,275.00
166002,22.24,37.06,14248.57,273.00
169002,22.25,37.05,28704.24,271.00
172002,22.26,37.02,14463.08,271.00
175002,22.26,36.99,25627.16,273.00
178002,22.26,36.96,16845.29,273.00
181002,22.27,36.93,35183.59,275.00
184002,22.28,36.90,17026.84,274.00
187002,22.28,36.89,15417.18,275.00
190002,22.28,36.89,18015.05,271.00
193002,22.29,36.87,14276.42,270.00
196002,22.29,36.85,27096.87,271.00
199002,22.29,36.84,23668.64,274.00
202002,22.30,36.82,19545.71,273.00
205002,22.30,36.78,17117.83,270.00
208002,22.31,36.76,13247.32,271.00
211002,22.31,36.72,12391.84,269.00
214002,22.31,36.65,26030.56,251.00
217002,22.31,36.26,23810.27,264.00
220002,22.32,36.28,23328.39,267.00
223002,22.32,36.34,9327.99,270.00
226002,22.32,36.33,11499.13,267.00
229002,22.32,36.38,18049.91,270.00
232002,22.32,36.42,15653.70,270.00
235002,22.32,36.47,15934.93,270.00
238002,22.33,36.50,20595.58,265.00
241002,22.33,36.52,8247.74,265.00
244002,22.34,36.53,15815.77,267.00
247002,22.34,36.52,11943.32,267.00
250002,22.34,36.53,19627.26,268.00
253002,22.34,36.54,23137.04,267.00
256002,22.34,36.54,13227.00,277.00
259002,22.35,36.53,21298.94,265.00
262002,22.35,36.54,13614.21,265.00
265002,22.36,36.53,12010.83,267.00
268002,22.36,36.51,12432.35,262.00
271002,22.36,36.50,13857.97,264.00
274002,22.36,36.50,11216.10,262.00
277002,22.36,36.47,14590.90,274.00
280002,22.37,36.47,8535.81,268.00
283002,22.37,36.46,9329.79,265.00
286002,22.37,36.44,20167.30,265.00
289002,22.38,36.39,8233.05,259.00
