Timestamp,Temperature (C),Humidity (%),Sound,Light
3908,21.29,28.37,0.00,268.00
6908,21.57,28.38,24347.97,270.00
9908,21.57,28.42,26340.24,270.00
12908,21.59,28.43,19805.40,270.00
15908,21.59,28.42,25227.64,271.00
18908,21.60,28.45,22693.71,270.00
21908,21.61,28.45,18599.69,270.00
24908,21.61,28.46,13130.04,271.00
27908,21.61,28.44,20066.92,271.00
30908,21.62,28.44,14850.84,270.00
33908,21.62,28.34,23799.22,271.00
36908,21.62,28.33,13176.62,270.00
39908,21.62,28.32,16195.24,270.00
42908,21.62,28.25,15790.17,269.00
45908,21.62,28.25,20641.13,271.00
48908,21.61,28.22,22593.73,269.00
51908,21.62,28.21,13204.53,273.00
54908,21.61,28.08,10171.74,268.00
57908,21.61,28.15,20524.65,268.00
60908,21.61,28.18,27122.10,269.00
63908,21.61,28.18,16881.25,270.00
66908,21.61,28.20,14296.29,269.00
69908,21.61,28.23,16386.18,268.00
72908,21.61,28.26,15981.11,268.00
75908,21.61,28.24,13273.46,267.00
78908,21.61,28.23,12808.97,268.00
81908,21.61,28.21,17002.27,270.00
84908,21.61,28.21,19787.42,268.00
87908,21.62,28.23,24171.61,266.00
90908,21.61,28.25,21308.30,266.00
93908,21.62,28.20,37942.55,266.00
96908,21.61,28.20,29493.68,267.00
99908,21.60,28.20,21637.03,267.00
102908,21.60,28.18,29324.18,274.00
105908,21.60,28.21,36178.66,266.00
108908,21.60,28.21,29151.03,267.00
111908,21.60,28.22,34538.92,267.00
114908,21.60,28.23,31268.81,268.00
117908,21.60,28.26,25972.88,268.00
120908,21.60,28.28,26080.20,266.00
123908,21.60,28.29,24251.87,267.00
126908,21.61,28.31,23147.54,266.00
129908,21.60,28.29,18499.33,268.00
132908,21.61,28.29,23505.36,268.00
135908,21.61,28.22,31258.13,276.00
138908,21.61,28.16,30507.01,273.00
141908,21.60,28.13,26574.84,267.00
144908,21.60,28.15,22157.59,268.00
147908,21.59,28.16,31431.49,267.00
