Timestamp,Temperature (C),Humidity (%),Sound,Light
10228706,22.42,31.74,0.00,643.00
10231706,22.68,31.33,27527.79,642.00
10234706,22.68,31.32,40591.20,648.00
10237706,22.66,31.31,38861.89,590.00
10240706,22.65,31.28,29190.61,589.00
10243706,22.63,31.28,39790.47,594.00
10246706,22.61,31.44,39808.34,588.00
10249706,22.59,31.59,28907.44,586.00
10252706,22.56,31.45,45035.29,588.00
10255706,22.55,31.50,30186.55,588.00
10258706,22.54,31.46,44113.30,585.00
10261706,22.53,31.33,29300.78,583.00
10264706,22.51,31.26,28010.12,585.00
10267706,22.49,31.25,37054.01,587.00
10270706,22.47,31.21,38727.84,589.00
10273706,22.45,31.18,15445.13,593.00
10276706,22.43,31.10,18969.15,594.00
10279706,22.41,31.06,32604.36,592.00
10282706,22.39,31.13,28849.10,591.00
10285706,22.38,31.04,31831.48,594.00
10288706,22.36,31.09,33411.11,593.00
10291706,22.35,31.19,33817.20,592.00
10294706,22.33,31.21,34096.00,591.00
10297706,22.32,31.23,37981.09,592.00
10300706,22.30,31.27,49420.17,592.00
10303706,22.29,31.34,49249.94,591.00
10306706,22.28,31.39,37306.07,588.00
10309706,22.26,31.36,36898.25,587.00
10312706,22.24,31.25,28773.89,588.00
10315706,22.23,31.26,24297.78,588.00
10318706,22.21,31.29,36638.28,587.00
10321706,22.20,31.32,45638.55,622.00
10324706,22.19,31.30,32702.96,586.00
10327706,22.16,31.37,35331.89,617.00
10330706,22.14,31.51,49917.43,581.00
10333706,22.13,31.68,36465.83,579.00
10336706,22.12,31.78,31312.63,581.00
10339706,22.11,31.80,20228.92,578.00
10342706,22.11,31.73,28855.09,577.00
10345706,22.08,31.72,37830.31,578.00
10348706,22.07,31.77,24971.41,578.00
10351706,22.06,31.76,36376.34,575.00
10354706,22.05,31.79,29695.76,576.00
10357706,22.03,31.70,27039.58,579.00
10360706,22.02,31.71,28776.31,575.00
10363706,22.01,31.75,22785.47,575.00
10366706,21.99,31.77,21322.31,575.00
10369706,21.98,31.83,24321.83,575.00
10372706,21.97,31.82,30725.61,573.00
10375706,21.95,31.88,49035.53,572.00
10378706,21.94,31.90,17668.61,571.00
10381706,21.93,31.80,15886.02,568.00
