Timestamp,Temperature (C),Humidity (%),Sound,Light
3866,21.65,38.02,0.00,207.00
6866,21.63,37.98,15588.25,244.00
9866,21.60,38.00,26150.58,253.00
12866,21.58,38.04,17519.56,250.00
15866,21.55,38.05,19301.77,250.00
18866,21.53,38.06,18224.44,245.00
21866,21.51,38.04,21713.90,244.00
24866,21.49,38.07,23057.54,241.00
27866,21.47,38.11,16066.76,238.00
30866,21.44,38.20,15118.19,236.00
33866,21.42,38.19,17399.80,235.00
36866,21.40,38.20,13568.41,232.00
39866,21.38,38.20,11013.37,231.00
42866,21.36,38.20,21603.05,229.00
45866,21.35,38.16,17691.00,227.00
48866,21.33,38.14,11319.05,225.00
51866,21.31,38.12,13698.49,223.00
54866,21.28,38.12,13935.46,221.00
57866,21.26,38.12,14172.36,220.00
60866,21.24,38.14,12775.38,219.00
63866,21.22,38.18,15805.15,216.00
66866,21.19,38.19,17481.56,215.00
69866,21.17,38.20,16640.57,213.00
72866,21.14,38.23,18710.50,212.00
75866,21.13,38.27,20516.96,210.00
78866,21.11,38.30,23415.25,210.00
81866,21.08,38.32,22662.60,209.00
84866,21.06,38.33,15416.89,209.00
87866,21.04,38.36,18805.28,207.00
90866,21.02,38.39,14531.55,206.00
93866,21.00,38.42,18796.36,203.00
96866,20.98,38.45,11348.30,203.00
99866,20.96,38.48,16876.29,203.00
102866,20.94,38.50,14107.97,203.00
105866,20.93,38.53,15991.00,201.00
108866,20.90,38.55,15262.58,202.00
111866,20.88,38.57,15107.05,201.00
114866,20.86,38.62,14627.57,200.00
117866,20.84,38.67,14529.18,200.00
120866,20.82,38.68,15113.40,200.00
123866,20.80,38.71,17804.20,199.00
126866,20.78,38.76,20451.88,198.00
129866,20.76,38.80,13533.04,191.00
132866,20.75,38.84,17079.76,197.00
135866,20.73,38.87,18615.55,199.00
138866,20.71,38.91,16064.34,197.00
141866,20.69,38.94,16331.13,198.00
144866,20.68,38.96,18117.57,197.00
147866,20.66,38.99,15668.62,197.00
150866,20.65,39.03,20494.44,197.00
153866,20.63,39.06,24358.96,198.00
156866,20.61,39.08,23965.40,197.00
159866,20.61,39.11,23618.94,198.00
162866,20.59,39.17,19566.17,198.00
165866,20.58,39.20,29891.01,219.00
168866,20.57,39.29,19044.74,199.00
171866,20.56,39.30,20006.45,199.00
174866,20.54,39.33,13731.96,199.00
177866,20.52,39.37,16015.15,199.00
180866,20.52,39.40,29122.30,192.00
183866,20.50,39.41,16140.81,200.00
186866,20.49,39.45,17790.06,200.00
189866,20.47,39.45,29803.89,201.00
192866,20.46,39.48,20248.71,201.00
195866,20.44,39.49,14838.76,202.00
198866,20.43,39.50,17930.62,202.00
201866,20.41,39.55,13244.26,202.00
204866,20.39,39.60,13111.08,204.00
207866,20.38,39.60,11149.17,203.00
210866,20.37,39.62,17569.60,203.00
213866,20.36,39.62,26084.59,204.00
216866,20.34,39.66,12738.75,204.00
219866,20.32,39.74,16687.62,205.00
222866,20.31,39.81,16266.28,205.00
225866,20.29,39.79,23132.87,207.00
228866,20.28,39.83,24133.33,206.00
231866,20.27,39.84,16305.23,206.00
234866,20.26,39.94,24478.47,206.00
237866,20.24,39.98,16868.34,207.00
240866,20.23,39.96,14044.84,208.00
243866,20.22,39.98,22812.71,208.00
246866,20.21,40.04,14408.39,208.00
249866,20.20,40.05,20520.60,209.00
252866,20.19,40.08,14449.61,209.00
255866,20.18,40.14,26240.80,209.00
258866,20.17,40.16,20241.25,210.00
261866,20.16,40.17,17989.04,210.00
264866,20.15,40.18,21118.71,203.00
267866,20.14,40.19,11239.62,214.00
270866,20.13,40.19,18491.13,204.00
273866,20.13,40.20,19108.54,212.00
276866,20.12,40.23,19873.65,212.00
279866,20.11,40.24,11966.61,212.00
282866,20.10,40.26,10819.93,212.00
285866,20.09,40.26,10981.31,213.00
288866,20.08,40.27,12852.93,214.00
291866,20.08,40.30,15603.24,214.00
294866,20.07,40.33,21990.31,214.00
297866,20.07,40.36,20968.77,206.00
300866,20.06,40.38,13413.62,215.00
303866,20.05,40.42,15675.30,214.00
306866,20.04,40.44,16831.01,214.00
309866,20.04,40.49,25780.70,214.00
312866,20.03,40.48,22221.06,214.00
315866,20.02,40.51,19434.59,214.00
318866,20.01,40.52,15313.30,215.00
321866,20.01,40.53,20513.88,214.00
324866,19.99,40.52,19364.04,214.00
327866,19.99,40.53,19295.29,215.00
330866,19.99,40.54,18556.77,214.00
333866,19.98,40.56,29195.58,216.00
336866,19.97,40.56,21876.13,214.00
339866,19.96,40.56,19782.78,214.00
342866,19.95,40.60,17949.05,215.00
345866,19.95,40.60,15883.37,214.00
348866,19.94,40.63,13212.58,213.00
351866,19.93,40.63,11487.87,216.00
354866,19.93,40.65,13683.62,213.00
357866,19.92,40.66,19928.01,214.00
360866,19.92,40.66,29474.15,213.00
363866,19.91,40.68,22658.80,213.00
366866,19.90,40.72,15452.93,213.00
369866,19.89,40.71,9349.01,213.00
372866,19.89,40.73,11050.24,213.00
375866,19.88,40.71,16566.62,213.00
378866,19.87,40.72,22058.46,213.00
381866,19.87,40.72,25947.99,213.00
384866,19.86,40.72,25809.64,213.00
387866,19.86,40.74,21777.88,213.00
390866,19.85,40.72,24722.02,216.00
393866,19.85,40.72,22781.75,213.00
396866,19.84,40.72,13581.56,214.00
399866,19.84,40.75,15250.27,214.00
402866,19.83,40.75,10858.73,214.00
405866,19.83,40.77,14391.82,214.00
408866,19.82,40.79,11716.39,215.00
411866,19.81,40.83,13180.03,215.00
414866,19.81,40.83,11477.12,214.00
417866,19.81,40.84,15390.59,215.00
420866,19.80,40.83,11529.67,215.00
423866,19.79,40.84,9990.78,216.00
426866,19.79,40.83,12832.19,216.00
429866,19.79,40.84,15354.40,216.00
432866,19.78,40.85,12269.68,216.00
435866,19.78,40.85,19921.10,217.00
438866,19.77,40.85,12124.90,218.00
441866,19.77,40.87,10790.23,218.00
444866,19.76,40.87,14395.58,217.00
447866,19.76,40.88,12581.98,218.00
450866,19.75,40.91,16333.17,218.00
453866,19.74,40.92,10665.20,218.00
456866,19.73,40.93,15329.31,219.00
459866,19.73,40.93,11216.44,219.00
462866,19.74,40.93,17688.98,218.00
465866,19.72,40.98,10415.60,219.00
468866,19.72,40.98,15545.42,218.00
471866,19.71,40.98,17223.75,229.00
474866,19.71,40.98,16866.55,219.00
