Timestamp,Temperature (C),Humidity (%),Sound,Light
3000,20.36,36.67,0.00,86.00
6000,20.62,36.51,11403.05,92.00
9000,20.62,100.00,9999.62,82.00
12000,23.24,100.00,14267.84,83.00
15000,23.24,100.00,9922.69,84.00
18000,23.24,100.00,12747.13,84.00
21000,23.24,100.00,10171.18,84.00
24000,23.24,100.00,8214.50,91.00
27000,23.24,100.00,8112.47,83.00
30000,23.24,100.00,10238.65,84.00
33000,23.24,100.00,9064.38,82.00
36000,23.24,100.00,6887.95,82.00
39000,23.24,100.00,7468.44,83.00
42000,23.24,100.00,8151.47,82.00
45000,23.24,100.00,7207.45,82.00
48000,23.24,100.00,8889.91,82.00
51000,23.24,100.00,6366.63,81.00
54000,23.24,100.00,7537.16,81.00
57000,23.24,100.00,6715.03,81.00
60000,23.24,100.00,7194.43,80.00
63000,23.24,100.00,6225.13,84.00
66000,23.24,100.00,12324.29,81.00
69000,23.24,100.00,7305.85,81.00
72000,23.24,100.00,6471.60,106.00
75000,23.24,100.00,6670.30,88.00
78000,23.24,100.00,7784.16,78.00
81000,23.24,100.00,10851.81,78.00
84000,23.24,100.00,10972.02,82.00
87000,23.24,100.00,7735.96,77.00
90000,23.24,100.00,9904.43,76.00
93000,23.24,100.00,7716.31,76.00
96000,23.24,100.00,8815.18,76.00
99000,23.24,100.00,8417.34,77.00
102000,23.24,100.00,8490.98,83.00
105000,23.24,100.00,7004.85,76.00
108000,23.24,100.00,7830.09,101.00
111000,23.24,100.00,8501.79,76.00
114000,23.24,100.00,7860.96,80.00
117000,23.24,100.00,8358.18,79.00
120000,23.24,100.00,6979.11,76.00
123000,23.24,100.00,6559.54,76.00
126000,23.24,100.00,7416.62,76.00
129000,23.24,100.00,7331.23,72.00
132000,23.24,100.00,6931.10,76.00
135000,23.24,100.00,7123.57,77.00
138000,23.24,100.00,8060.94,77.00
141000,23.24,100.00,7910.61,77.00
144000,23.24,100.00,7708.22,82.00
147000,23.24,100.00,9160.40,76.00
150000,23.24,100.00,6382.14,76.00
153000,23.24,100.00,7384.98,76.00
156000,23.24,100.00,7955.45,75.00
159000,23.24,100.00,8323.57,101.00
162000,23.24,100.00,6679.11,76.00
165000,23.24,100.00,6605.76,75.00
168000,23.24,100.00,7146.40,74.00
171000,23.24,100.00,6768.67,76.00
174000,23.24,100.00,8146.97,69.00
177000,23.24,100.00,6816.33,74.00
180000,23.24,100.00,7255.23,75.00
183000,23.24,100.00,7946.16,75.00
186000,23.24,100.00,6773.67,75.00
189000,23.24,100.00,6748.83,76.00
192000,23.24,100.00,8293.35,75.00
195000,23.24,100.00,6696.10,76.00
198000,23.24,100.00,7460.00,76.00
201000,23.24,100.00,7465.22,76.00
204000,23.24,100.00,7980.07,76.00
207000,23.24,100.00,7055.84,77.00
210000,23.24,100.00,6503.27,77.00
213000,23.24,100.00,7345.14,77.00
216000,23.24,100.00,6580.45,78.00
219000,23.24,100.00,7831.90,78.00
222000,23.24,100.00,7485.00,77.00
225000,23.24,100.00,7333.45,77.00
228000,23.24,100.00,7085.72,78.00
231000,23.24,100.00,16888.50,78.00
234000,23.24,100.00,6587.30,78.00
237000,23.24,100.00,6967.28,77.00
240000,23.24,100.00,7815.84,70.00
243000,23.24,100.00,7645.81,77.00
246000,23.24,100.00,8106.07,78.00
249000,23.24,100.00,7482.59,76.00
252000,23.24,100.00,7324.86,79.00
255000,23.24,100.00,6704.58,76.00
258000,23.24,100.00,6524.89,71.00
261000,23.24,100.00,7334.28,77.00
264000,23.24,100.00,6627.23,77.00
267000,23.24,100.00,6435.07,77.00
270000,23.24,100.00,7374.47,103.00
273000,23.24,100.00,7004.61,78.00
276000,23.24,100.00,7768.14,59.00
279000,23.24,100.00,9023.02,78.00
282000,23.24,100.00,7688.59,79.00
285000,23.24,100.00,6248.02,80.00
288000,23.24,100.00,7781.45,81.00
291000,23.24,100.00,8238.47,80.00
294000,23.24,100.00,6963.26,87.00
297000,23.24,100.00,7157.94,82.00
300000,23.24,100.00,7777.54,84.00
303000,23.24,100.00,7312.95,84.00
306000,23.24,100.00,7229.52,85.00
309000,23.24,100.00,6824.74,94.00
312000,23.24,100.00,7593.96,86.00
315000,23.24,100.00,8685.69,93.00
318000,23.24,100.00,7607.84,89.00
321000,23.24,100.00,6774.88,90.00
324000,23.24,100.00,6180.33,73.00
327000,23.24,100.00,6713.99,93.00
330000,23.24,100.00,6587.34,94.00
333000,23.24,100.00,7180.93,99.00
336000,23.24,100.00,7476.09,97.00
339000,23.24,100.00,5605.26,97.00
342000,23.24,100.00,7891.92,97.00
345000,23.24,100.00,7130.78,98.00
348000,23.24,100.00,15405.71,98.00
351000,23.24,100.00,8525.06,98.00
354000,23.24,100.00,9116.46,97.00
357000,23.24,100.00,8184.88,97.00
360000,23.24,100.00,7021.44,96.00
363000,23.24,100.00,6403.26,95.00
366000,23.24,100.00,8987.55,94.00
369000,23.24,100.00,6150.67,94.00
372000,23.24,100.00,7610.04,71.00
375000,23.24,100.00,7817.27,93.00
378000,23.24,100.00,7315.74,92.00
381000,23.24,100.00,6584.73,92.00
384000,23.24,100.00,6902.20,91.00
387000,23.24,100.00,8559.57,116.00
390000,23.24,100.00,7268.23,98.00
393000,23.24,100.00,6905.42,91.00
396000,23.24,100.00,6161.89,89.00
399000,23.24,100.00,7687.36,89.00
402000,23.24,100.00,7047.23,88.00
405000,23.24,100.00,7186.06,64.00
408000,23.24,100.00,6799.59,87.00
411000,23.24,100.00,7556.96,87.00
414000,23.24,100.00,6115.07,84.00
417000,23.24,100.00,6461.55,86.00
420000,23.24,100.00,17546.77,86.00
423000,23.24,100.00,8097.00,86.00
426000,23.24,100.00,6854.14,85.00
429000,23.24,100.00,7350.30,79.00
432000,23.24,100.00,7745.66,85.00
435000,23.24,100.00,7268.91,84.00
438000,23.24,100.00,8640.39,89.00
441000,23.24,100.00,7729.57,87.00
444000,23.24,100.00,7549.43,82.00
447000,23.24,100.00,8741.32,82.00
450000,23.24,100.00,7216.63,82.00
453000,23.24,100.00,7896.27,82.00
456000,23.24,100.00,7139.96,82.00
459000,23.24,100.00,7348.33,81.00
462000,23.24,100.00,6542.59,81.00
465000,23.24,100.00,6841.89,82.00
468000,23.24,100.00,7411.36,74.00
471000,23.24,100.00,6425.75,81.00
474000,23.24,100.00,7083.75,84.00
477000,23.24,100.00,16223.37,81.00
480000,23.24,100.00,7095.10,81.00
483000,23.24,100.00,7281.30,82.00
486000,23.24,100.00,6773.63,82.00
489000,23.24,100.00,6574.00,134.00
492000,23.24,100.00,7247.40,84.00
495000,23.24,100.00,7400.86,83.00
